Term: 武汉,Count: 2439,TF: 0.02459388,IDF: 1.02975636,TF × IDF: 0.02532570
Term: 寒,Count: 12,TF: 0.00012100,IDF: 2.47691439,TF × IDF: 0.00029971
Term: 血书,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 叉,Count: 12,TF: 0.00012100,IDF: 2.47691439,TF × IDF: 0.00029971
Term: 尽力,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 秦始皇,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 应,Count: 12,TF: 0.00012100,IDF: 1.65925460,TF × IDF: 0.00020077
Term: 春暖花开,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 符合,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 系统,Count: 12,TF: 0.00012100,IDF: 2.62304243,TF × IDF: 0.00031739
Term: 累计,Count: 12,TF: 0.00012100,IDF: 2.62304243,TF × IDF: 0.00031739
Term: 下降,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 山东人,Count: 12,TF: 0.00012100,IDF: 2.47691439,TF × IDF: 0.00029971
Term: 创造,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 不带,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 效率,Count: 12,TF: 0.00012100,IDF: 2.41892245,TF × IDF: 0.00029269
Term: 南宁,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 哪来,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 八位,Count: 12,TF: 0.00012100,IDF: 2.54386118,TF × IDF: 0.00030781
Term: 意见,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 重庆市,Count: 12,TF: 0.00012100,IDF: 2.62304243,TF × IDF: 0.00031739
Term: 分享,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 逛,Count: 12,TF: 0.00012100,IDF: 2.62304243,TF × IDF: 0.00031739
Term: 列为,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 封锁,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 深刻,Count: 12,TF: 0.00012100,IDF: 2.62304243,TF × IDF: 0.00031739
Term: 食堂,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 发挥,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 长期,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 少出门,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 辞职,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 耽误,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 意味着,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 沙雕,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 瞒,Count: 12,TF: 0.00012100,IDF: 2.06673993,TF × IDF: 0.00025008
Term: 在此之前,Count: 12,TF: 0.00012100,IDF: 2.36776992,TF × IDF: 0.00028650
Term: 白菜,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 改编,Count: 12,TF: 0.00012100,IDF: 2.41892245,TF × IDF: 0.00029269
Term: 宠物,Count: 12,TF: 0.00012100,IDF: 2.47691439,TF × IDF: 0.00029971
Term: 之间,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 没买,Count: 12,TF: 0.00012100,IDF: 2.47691439,TF × IDF: 0.00029971
Term: 兄弟姐妹,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 路过,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 研制,Count: 12,TF: 0.00012100,IDF: 2.47691439,TF × IDF: 0.00029971
Term: 居住,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 安徽省,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 大蒜,Count: 12,TF: 0.00012100,IDF: 2.47691439,TF × IDF: 0.00029971
Term: 售卖,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 央央,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 200,Count: 12,TF: 0.00012100,IDF: 2.11789245,TF × IDF: 0.00025627
Term: 倒挂,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 毛,Count: 12,TF: 0.00012100,IDF: 2.28061975,TF × IDF: 0.00027596
Term: 去世,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 外省,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 无论是,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 戴好,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 拐点,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 机票,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 天哪,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 最棒,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 学医,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 分钟,Count: 12,TF: 0.00012100,IDF: 2.62304243,TF × IDF: 0.00031739
Term: 敬礼,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 只求,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 身后,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 最佳,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 小学,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 顺便,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 型,Count: 12,TF: 0.00012100,IDF: 2.06673993,TF × IDF: 0.00025008
Term: 退烧药,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 一方有难,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 一到,Count: 12,TF: 0.00012100,IDF: 2.71995244,TF × IDF: 0.00032912
Term: 自驾游,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 流通,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 没法,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 久,Count: 12,TF: 0.00012100,IDF: 2.02098244,TF × IDF: 0.00024454
Term: 泰山,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 各类,Count: 12,TF: 0.00012100,IDF: 2.84489118,TF × IDF: 0.00034424
Term: 背景,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 国难当头,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 几千,Count: 12,TF: 0.00012100,IDF: 2.06673993,TF × IDF: 0.00025008
Term: 防患于未然,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 🍺,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 出征,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 内部,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 体质,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 不起作用,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 人为,Count: 12,TF: 0.00012100,IDF: 3.02098244,TF × IDF: 0.00036554
Term: 好评,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 信仰,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 滋味,Count: 12,TF: 0.00012100,IDF: 3.32201243,TF × IDF: 0.00040197
Term: 微,Count: 12,TF: 0.00012100,IDF: 2.06673993,TF × IDF: 0.00025008
Term: 中医,Count: 12,TF: 0.00012100,IDF: 2.62304243,TF × IDF: 0.00031739
